,timestamp,packet_length,ip_src,ip_dst,ip_version,ip_proto,ip_ttl,protocol,src_port,dst_port,tcp_payload_size,tcp_seq,tcp_ack_flag,tcp_window_size,tls_header_encrypted,udp_length,quic_length,quic_pkt_number,quic_frame,quic_header_encrypted
16193,1740823249.358600745,62,157.240.195.15,192.168.80.128,4,6,128,TCP,443,44156,0,1,1906,64240,,,,,,
16194,1740823249.358891024,3044,212.199.37.33,192.168.80.128,4,6,128,TLSv1.3,443,35940,2988,16650,2376,64240,True,,,,,
16195,1740823249.358897309,56,192.168.80.128,212.199.37.33,4,6,64,TCP,35940,443,0,2376,19638,65535,,,,,,
16196,1740823249.361492852,90,192.168.80.128,13.226.2.126,4,17,64,QUIC,57971,443,,,,,,54,46,,,True
16197,1740823249.363105380,87,142.250.75.98,192.168.80.128,4,17,128,QUIC,443,43011,,,,,,51,43,,,True
16198,1740823249.364701259,238,192.168.80.128,150.171.27.10,4,6,64,TLSv1.3,34684,443,182,3064,43326,65535,True,,,,,
16199,1740823249.364754890,599,192.168.80.128,150.171.27.10,4,6,64,TLSv1.3,34684,443,543,3246,43326,65535,True,,,,,
16200,1740823249.364984682,62,150.171.27.10,192.168.80.128,4,6,128,TCP,443,34684,0,43326,3246,64240,,,,,,
16201,1740823249.364984772,62,150.171.27.10,192.168.80.128,4,6,128,TCP,443,34684,0,43326,3789,64240,,,,,,
16202,1740823249.365809295,87,13.226.2.126,192.168.80.128,4,17,128,QUIC,443,57971,,,,,,51,43,,,True
16203,1740823249.370880587,56,192.168.80.128,65.9.112.19,4,6,64,TCP,43138,443,0,2491,6322,65535,,,,,,
16204,1740823249.370962742,56,192.168.80.128,65.9.112.19,4,6,64,TCP,43154,443,0,1969,6322,65535,,,,,,
16205,1740823249.374876032,56,192.168.80.128,65.9.112.114,4,6,64,TCP,40806,443,0,2369,5906,65535,,,,,,
16206,1740823249.374950078,56,192.168.80.128,13.226.2.120,4,6,64,TCP,60882,443,0,2382,6263,65535,,,,,,
16207,1740823249.396808811,342,65.9.112.114,192.168.80.128,4,6,128,TLSv1.3,443,40806,286,5906,2369,64240,True,,,,,
16208,1740823249.396843395,56,192.168.80.128,65.9.112.114,4,6,64,TCP,40806,443,0,2369,6192,65535,,,,,,
16209,1740823249.402135301,4714,13.226.2.120,192.168.80.128,4,6,128,TLSv1.3,443,60882,4658,6263,2382,64240,True,,,,,
16210,1740823249.402180024,56,192.168.80.128,13.226.2.120,4,6,64,TCP,60882,443,0,2382,10921,65400,,,,,,
16211,1740823249.402783614,84,192.168.80.128,142.250.75.98,4,17,64,QUIC,43011,443,,,,,,48,40,,,True
16212,1740823249.403305994,87,13.226.2.120,192.168.80.128,4,6,128,TLSv1.3,443,60882,31,10921,2382,64240,True,,,,,
16213,1740823249.403316230,56,192.168.80.128,13.226.2.120,4,6,64,TCP,60882,443,0,2382,10952,65369,,,,,,
16214,1740823249.407179622,2880,142.250.75.98,192.168.80.128,4,6,128,TLSv1.2,443,44418,2824,1,1916,64240,True,,,,,
16215,1740823249.407212117,56,192.168.80.128,142.250.75.98,4,6,64,TCP,44418,443,0,1916,2825,65535,,,,,,
16216,1740823249.408794639,2668,142.250.75.98,192.168.80.128,4,6,128,TLSv1.3,443,44418,2612,2825,1916,64240,True,,,,,
16217,1740823249.408828092,56,192.168.80.128,142.250.75.98,4,6,64,TCP,44418,443,0,1916,5437,65535,,,,,,
16218,1740823249.411158203,491,192.168.80.128,142.250.75.67,4,6,64,TCP,39732,80,435,3498,6225,63974,,,,,,
16219,1740823249.411344682,62,142.250.75.67,192.168.80.128,4,6,128,TCP,80,39732,0,6225,3933,64240,,,,,,
16220,1740823249.411959850,87,142.250.75.98,192.168.80.128,4,17,128,QUIC,443,43011,,,,,,51,43,,,True
16221,1740823249.414189633,1516,104.26.1.90,192.168.80.128,4,6,128,TLSv1.2,443,33066,1460,1,1906,64240,True,,,,,
16222,1740823249.414207998,56,192.168.80.128,104.26.1.90,4,6,64,TCP,33066,443,0,1906,1461,65535,,,,,,
16223,1740823249.415283987,2091,104.26.1.90,192.168.80.128,4,6,128,TLSv1.3,443,33066,2035,1461,1906,64240,True,,,,,
16224,1740823249.415292725,56,192.168.80.128,104.26.1.90,4,6,64,TCP,33066,443,0,1906,3496,65535,,,,,,
16225,1740823249.416834316,992,65.9.112.19,192.168.80.128,4,6,128,TLSv1.3,443,43138,936,6322,2491,64240,True,,,,,
16226,1740823249.416840468,56,192.168.80.128,65.9.112.19,4,6,64,TCP,43138,443,0,2491,7258,65535,,,,,,
16227,1740823249.418819040,167,192.168.80.128,184.31.174.252,4,6,64,TLSv1.2,41806,443,111,3288,335663,65535,True,,,,,
16228,1740823249.419089331,62,184.31.174.252,192.168.80.128,4,6,128,TCP,443,41806,0,335663,3399,64240,,,,,,
16229,1740823249.419916113,120,192.168.80.128,104.26.1.90,4,6,64,TLSv1.3,33066,443,64,1906,3496,65535,True,,,,,
16230,1740823249.420164033,62,104.26.1.90,192.168.80.128,4,6,128,TCP,443,33066,0,3496,1970,64240,,,,,,
16231,1740823249.420227173,148,192.168.80.128,104.26.1.90,4,6,64,TLSv1.3,33066,443,92,1970,3496,65535,True,,,,,
16232,1740823249.420263944,345,192.168.80.128,104.26.1.90,4,6,64,TLSv1.3,33066,443,289,2062,3496,65535,True,,,,,
16233,1740823249.420363698,62,104.26.1.90,192.168.80.128,4,6,128,TCP,443,33066,0,3496,2062,64240,,,,,,
16234,1740823249.420363723,62,104.26.1.90,192.168.80.128,4,6,128,TCP,443,33066,0,3496,2351,64240,,,,,,
16235,1740823249.423532378,161,192.168.80.128,184.31.174.252,4,6,64,TLSv1.2,41806,443,105,3399,335663,65535,True,,,,,
16236,1740823249.423706596,62,184.31.174.252,192.168.80.128,4,6,128,TCP,443,41806,0,335663,3504,64240,,,,,,
16237,1740823249.424458706,134,192.168.80.128,65.9.112.114,4,6,64,TLSv1.3,40806,443,78,2369,6192,65535,True,,,,,
16238,1740823249.424716821,62,65.9.112.114,192.168.80.128,4,6,128,TCP,443,40806,0,6192,2447,64240,,,,,,
16239,1740823249.428237614,931,2.17.190.73,192.168.80.128,4,6,128,TCP,80,57728,875,2622,1758,64240,,,,,,
16240,1740823249.428254797,56,192.168.80.128,2.17.190.73,4,6,64,TCP,57728,80,0,1758,3497,59871,,,,,,
16241,1740823249.432278136,187,192.168.80.128,157.240.195.15,4,17,64,QUIC,59291,443,,,,,,151,85,,,True
16242,1740823249.432363757,112,192.168.80.128,157.240.195.15,4,17,64,QUIC,59291,443,,,,,,76,68,,,True
16243,1740823249.435475424,290,192.168.80.128,157.240.195.15,4,17,64,QUIC,59291,443,,,,,,254,246,,,True
16244,1740823249.441412146,84,192.168.80.128,142.250.75.98,4,17,64,QUIC,43011,443,,,,,,48,40,,,True
16245,1740823249.446391891,87,142.250.75.98,192.168.80.128,4,17,128,QUIC,443,43011,,,,,,51,43,,,True
16246,1740823249.454814453,1448,157.240.195.15,192.168.80.128,4,6,128,TLSv1.2,443,44156,1392,1,1906,64240,True,,,,,
16247,1740823249.454848354,56,192.168.80.128,157.240.195.15,4,6,64,TCP,44156,443,0,1906,1393,65535,,,,,,
16248,1740823249.456394950,1434,157.240.195.15,192.168.80.128,4,6,128,TLSv1.3,443,44156,1378,1393,1906,64240,True,,,,,
16249,1740823249.456416812,56,192.168.80.128,157.240.195.15,4,6,64,TCP,44156,443,0,1906,2771,65535,,,,,,
16250,1740823249.457257249,2968,146.75.120.157,192.168.80.128,4,6,128,TLSv1.2,443,36918,2912,1,1908,64240,True,,,,,
16251,1740823249.457278634,56,192.168.80.128,146.75.120.157,4,6,64,TCP,36918,443,0,1908,2913,65535,,,,,,
16252,1740823249.457835029,495,192.168.80.128,2.17.190.73,4,6,64,TCP,57728,80,439,1758,3497,59871,,,,,,
16253,1740823249.457957073,62,2.17.190.73,192.168.80.128,4,6,128,TCP,80,57728,0,3497,2197,64240,,,,,,
16254,1740823249.458506858,1449,146.75.120.157,192.168.80.128,4,6,128,TLSv1.3,443,36918,1393,2913,1908,64240,True,,,,,
16255,1740823249.458523884,56,192.168.80.128,146.75.120.157,4,6,64,TCP,36918,443,0,1908,4306,65535,,,,,,
16256,1740823249.459711387,120,192.168.80.128,146.75.120.157,4,6,64,TLSv1.3,36918,443,64,1908,4306,65535,True,,,,,
16257,1740823249.459867888,62,146.75.120.157,192.168.80.128,4,6,128,TCP,443,36918,0,4306,1972,64240,,,,,,
16258,1740823249.460086016,148,192.168.80.128,146.75.120.157,4,6,64,TLSv1.3,36918,443,92,1972,4306,65535,True,,,,,
16259,1740823249.460121957,317,192.168.80.128,146.75.120.157,4,6,64,TLSv1.3,36918,443,261,2064,4306,65535,True,,,,,
16260,1740823249.460182063,62,146.75.120.157,192.168.80.128,4,6,128,TCP,443,36918,0,4306,2064,64240,,,,,,
16261,1740823249.460182144,62,146.75.120.157,192.168.80.128,4,6,128,TCP,443,36918,0,4306,2325,64240,,,,,,
16262,1740823249.460906411,1512,146.75.121.108,192.168.80.128,4,6,128,TLSv1.2,443,53958,1456,1,1900,64240,True,,,,,
16263,1740823249.460913006,56,192.168.80.128,146.75.121.108,4,6,64,TCP,53958,443,0,1900,1457,65535,,,,,,
16264,1740823249.464256732,2541,146.75.121.108,192.168.80.128,4,6,128,TLSv1.2,443,53958,2485,1457,1900,64240,True,,,,,
16265,1740823249.464256887,1116,184.31.174.252,192.168.80.128,4,6,128,TLSv1.2,443,41806,1060,335663,3504,64240,True,,,,,
16266,1740823249.464285124,56,192.168.80.128,146.75.121.108,4,6,64,TCP,53958,443,0,1900,3942,65535,,,,,,
16267,1740823249.464306057,56,192.168.80.128,184.31.174.252,4,6,64,TCP,41806,443,0,3504,336723,65535,,,,,,
16268,1740823249.464775794,149,192.168.80.128,146.75.121.108,4,6,64,TLSv1.2,53958,443,93,1900,3942,65535,True,,,,,
16269,1740823249.464915426,62,146.75.121.108,192.168.80.128,4,6,128,TCP,443,53958,0,3942,1993,64240,,,,,,
16270,1740823249.466356730,568,104.26.1.90,192.168.80.128,4,6,128,TLSv1.3,443,33066,512,3496,2351,64240,True,,,,,
16271,1740823249.466698888,87,192.168.80.128,104.26.1.90,4,6,64,TLSv1.3,33066,443,31,2351,4008,65535,True,,,,,
16272,1740823249.466825103,62,104.26.1.90,192.168.80.128,4,6,128,TCP,443,33066,0,4008,2382,64240,,,,,,
16273,1740823249.473579935,3997,146.75.121.108,192.168.80.128,4,6,128,TLSv1.2,443,53948,3941,1,1900,64240,True,,,,,
16274,1740823249.473598793,56,192.168.80.128,146.75.121.108,4,6,64,TCP,53948,443,0,1900,3942,65535,,,,,,
16275,1740823249.474054264,149,192.168.80.128,146.75.121.108,4,6,64,TLSv1.2,53948,443,93,1900,3942,65535,True,,,,,
16276,1740823249.474236025,62,146.75.121.108,192.168.80.128,4,6,128,TCP,443,53948,0,3942,1993,64240,,,,,,
16277,1740823249.475659746,3122,91.228.74.200,192.168.80.128,4,6,128,TLSv1.2,443,57948,3066,1,1907,64240,True,,,,,
16278,1740823249.475678844,56,192.168.80.128,91.228.74.200,4,6,64,TCP,57948,443,0,1907,3067,65535,,,,,,
16279,1740823249.476163121,149,192.168.80.128,91.228.74.200,4,6,64,TLSv1.2,57948,443,93,1907,3067,65535,True,,,,,
16280,1740823249.476305697,62,91.228.74.200,192.168.80.128,4,6,128,TCP,443,57948,0,3067,2000,64240,,,,,,
16281,1740823249.477317140,86,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,50,42,,,True
16282,1740823249.477317257,156,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,120,112,,,True
16283,1740823249.477317279,316,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,280,272,,,True
16284,1740823249.478119608,78,192.168.80.128,157.240.195.15,4,17,64,QUIC,59291,443,,,,,,42,34,,,True
16285,1740823249.478249530,495,192.168.80.128,212.199.202.66,4,6,64,TCP,60478,80,439,2,1,63350,,,,,,
16286,1740823249.478364077,62,212.199.202.66,192.168.80.128,4,6,128,TCP,80,60478,0,1,441,64240,,,,,,
16287,1740823249.480077211,92,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,56,48,,,True
16288,1740823249.480077263,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16289,1740823249.480077288,1148,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1112,1104,,,True
16290,1740823249.480130945,2968,146.75.121.140,192.168.80.128,4,6,128,TLSv1.2,443,35636,2912,1,1906,64240,True,,,,,
16291,1740823249.480143256,56,192.168.80.128,146.75.121.140,4,6,64,TCP,35636,443,0,1906,2913,65535,,,,,,
16292,1740823249.480411048,84,192.168.80.128,157.240.195.15,4,17,64,QUIC,59291,443,,,,,,48,40,,,True
16293,1740823249.480573388,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16294,1740823249.480573422,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16295,1740823249.480619751,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16296,1740823249.480619772,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16297,1740823249.480619797,1393,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,35636,1337,2913,1906,64240,True,,,,,
16298,1740823249.480626715,56,192.168.80.128,146.75.121.140,4,6,64,TCP,35636,443,0,1906,4250,65535,,,,,,
16299,1740823249.481274298,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16300,1740823249.481274373,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16301,1740823249.481274394,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16302,1740823249.481274411,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16303,1740823249.481274430,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16304,1740823249.481515433,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16305,1740823249.481515465,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16306,1740823249.481515485,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16307,1740823249.481515511,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16308,1740823249.481515529,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16309,1740823249.481515548,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16310,1740823249.481515570,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16311,1740823249.482097361,84,192.168.80.128,142.250.75.98,4,17,64,QUIC,43011,443,,,,,,48,40,,,True
16312,1740823249.482325362,120,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,35636,443,64,1906,4250,65535,True,,,,,
16313,1740823249.482334177,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16314,1740823249.482334261,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16315,1740823249.482334278,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16316,1740823249.482334298,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16317,1740823249.482334314,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16318,1740823249.482411819,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,35636,0,4250,1970,64240,,,,,,
16319,1740823249.483667269,78,192.168.80.128,157.240.195.15,4,17,64,QUIC,59291,443,,,,,,42,34,,,True
16320,1740823249.484190435,148,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,35636,443,92,1970,4250,65535,True,,,,,
16321,1740823249.484253121,320,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,35636,443,264,2062,4250,65535,True,,,,,
16322,1740823249.484396750,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,35636,0,4250,2062,64240,,,,,,
16323,1740823249.484396797,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
16324,1740823249.484396817,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,35636,0,4250,2326,64240,,,,,,
16325,1740823249.484832505,1456,178.249.97.23,192.168.80.128,4,6,128,TLSv1.2,443,58846,1400,1,1906,64240,True,,,,,
16326,1740823249.484841595,56,192.168.80.128,178.249.97.23,4,6,64,TCP,58846,443,0,1906,1401,65535,,,,,,
16327,1740823249.485908977,1456,178.249.97.23,192.168.80.128,4,6,128,TCP,443,58846,1400,1401,1906,64240,,,,,,
16328,1740823249.485917049,56,192.168.80.128,178.249.97.23,4,6,64,TCP,58846,443,0,1906,2801,65535,,,,,,
16329,1740823249.486050283,76,192.168.80.128,142.250.75.110,4,6,64,TCP,32894,443,0,0,0,64240,,,,,,
16330,1740823249.486214136,76,192.168.80.128,142.250.75.110,4,6,64,TCP,32910,443,0,0,0,64240,,,,,,
16331,1740823249.486978432,1296,192.168.80.128,157.240.195.15,4,17,64,QUIC,35554,443,,,,,,1260,1252,0,CRYPTO,False
16332,1740823249.487021255,1296,192.168.80.128,157.240.195.15,4,17,64,QUIC,35554,443,,,,,,1260,797,1,CRYPTO,False
16333,1740823249.487224660,1456,178.249.97.23,192.168.80.128,4,6,128,TCP,443,58846,1400,2801,1906,64240,,,,,,
16334,1740823249.487231784,56,192.168.80.128,178.249.97.23,4,6,64,TCP,58846,443,0,1906,4201,65535,,,,,,
16335,1740823249.488459604,1516,185.89.211.116,192.168.80.128,4,6,128,TLSv1.2,443,32954,1460,1,1902,64240,True,,,,,
16336,1740823249.488477619,56,192.168.80.128,185.89.211.116,4,6,64,TCP,32954,443,0,1902,1461,65535,,,,,,
16337,1740823249.489894361,1258,185.89.211.116,192.168.80.128,4,6,128,TLSv1.2,443,32954,1202,1461,1902,64240,True,,,,,
16338,1740823249.489921761,56,192.168.80.128,185.89.211.116,4,6,64,TCP,32954,443,0,1902,2663,65535,,,,,,
16339,1740823249.490550099,149,192.168.80.128,185.89.211.116,4,6,64,TLSv1.2,32954,443,93,1902,2663,65535,True,,,,,
16340,1740823249.490681567,62,185.89.211.116,192.168.80.128,4,6,128,TCP,443,32954,0,2663,1995,64240,,,,,,
16341,1740823249.490992198,946,212.199.202.66,192.168.80.128,4,6,128,TCP,80,60478,890,1,441,64240,,,,,,
16342,1740823249.490992276,757,142.250.75.67,192.168.80.128,4,6,128,TCP,80,33344,701,9519,6102,64240,,,,,,
16343,1740823249.491001526,56,192.168.80.128,212.199.202.66,4,6,64,TCP,60478,80,0,441,891,62460,,,,,,
16344,1740823249.491020222,56,192.168.80.128,142.250.75.67,4,6,64,TCP,33344,80,0,6102,10220,62388,,,,,,
16345,1740823249.494304827,179,192.168.80.128,142.250.75.98,4,17,64,QUIC,43011,443,,,,,,143,76,,,True
16346,1740823249.494359607,109,192.168.80.128,142.250.75.98,4,17,64,QUIC,43011,443,,,,,,73,65,,,True
16347,1740823249.495182563,1516,160.8.235.4,192.168.80.128,4,6,128,TLSv1.2,443,51026,1460,1,1922,64240,True,,,,,
16348,1740823249.495195629,56,192.168.80.128,160.8.235.4,4,6,64,TCP,51026,443,0,1922,1461,65535,,,,,,
16349,1740823249.495753731,294,192.168.80.128,142.250.75.98,4,17,64,QUIC,43011,443,,,,,,258,250,,,True
16350,1740823249.497366651,1516,160.8.235.4,192.168.80.128,4,6,128,TCP,443,51026,1460,1461,1922,64240,,,,,,
16351,1740823249.497387455,56,192.168.80.128,160.8.235.4,4,6,64,TCP,51026,443,0,1922,2921,65535,,,,,,
16352,1740823249.497611472,1192,160.8.235.4,192.168.80.128,4,6,128,TLSv1.2,443,51026,1136,2921,1922,64240,True,,,,,
16353,1740823249.497617641,56,192.168.80.128,160.8.235.4,4,6,64,TCP,51026,443,0,1922,4057,65535,,,,,,
16354,1740823249.497778769,62,142.250.75.110,192.168.80.128,4,6,128,TCP,443,32910,0,0,1,64240,,,,,,
16355,1740823249.497791287,56,192.168.80.128,142.250.75.110,4,6,64,TCP,32910,443,0,1,1,64240,,,,,,
16356,1740823249.499049969,87,142.250.75.98,192.168.80.128,4,17,128,QUIC,443,43011,,,,,,51,43,,,True
16357,1740823249.499673962,182,192.168.80.128,160.8.235.4,4,6,64,TLSv1.2,51026,443,126,1922,4057,65535,True,,,,,
16358,1740823249.499855285,62,160.8.235.4,192.168.80.128,4,6,128,TCP,443,51026,0,4057,2048,64240,,,,,,
16359,1740823249.499984146,62,142.250.75.110,192.168.80.128,4,6,128,TCP,443,32894,0,0,1,64240,,,,,,
16360,1740823249.499991468,56,192.168.80.128,142.250.75.110,4,6,64,TCP,32894,443,0,1,1,64240,,,,,,
16361,1740823249.500225292,1965,192.168.80.128,142.250.75.110,4,6,64,TLSv1,32910,443,1909,1,1,64240,True,,,,,
16362,1740823249.500337853,62,142.250.75.110,192.168.80.128,4,6,128,TCP,443,32910,0,1,1461,64240,,,,,,
16363,1740823249.500337886,62,142.250.75.110,192.168.80.128,4,6,128,TCP,443,32910,0,1,1910,64240,,,,,,
16364,1740823249.500732440,1965,192.168.80.128,142.250.75.110,4,6,64,TLSv1,32894,443,1909,1,1,64240,True,,,,,
16365,1740823249.500885959,62,142.250.75.110,192.168.80.128,4,6,128,TCP,443,32894,0,1,1461,64240,,,,,,
16366,1740823249.500885992,62,142.250.75.110,192.168.80.128,4,6,128,TCP,443,32894,0,1,1910,64240,,,,,,
16367,1740823249.500924216,661,142.250.75.98,192.168.80.128,4,17,128,QUIC,443,43011,,,,,,625,617,,,True
16368,1740823249.500924236,184,142.250.75.98,192.168.80.128,4,17,128,QUIC,443,43011,,,,,,148,140,,,True
16369,1740823249.501705711,79,192.168.80.128,142.250.75.98,4,17,64,QUIC,43011,443,,,,,,43,35,,,True
16370,1740823249.502072927,70,142.250.75.98,192.168.80.128,4,17,128,QUIC,443,43011,,,,,,34,26,,,True
16371,1740823249.502124270,76,192.168.80.128,2.17.190.73,4,6,64,TCP,34158,80,0,0,0,64240,,,,,,
16372,1740823249.505597886,79,192.168.80.128,157.240.195.15,4,17,64,QUIC,59291,443,,,,,,43,35,,,True
16373,1740823249.509863265,1516,160.8.235.4,192.168.80.128,4,6,128,TLSv1.2,443,51038,1460,1,1922,64240,True,,,,,
16374,1740823249.509906110,56,192.168.80.128,160.8.235.4,4,6,64,TCP,51038,443,0,1922,1461,65535,,,,,,
16375,1740823249.510907889,1516,160.8.235.4,192.168.80.128,4,6,128,TCP,443,51038,1460,1461,1922,64240,,,,,,
16376,1740823249.510931660,56,192.168.80.128,160.8.235.4,4,6,64,TCP,51038,443,0,1922,2921,65535,,,,,,
16377,1740823249.511991525,1192,160.8.235.4,192.168.80.128,4,6,128,TLSv1.2,443,51038,1136,2921,1922,64240,True,,,,,
16378,1740823249.512001555,56,192.168.80.128,160.8.235.4,4,6,64,TCP,51038,443,0,1922,4057,65535,,,,,,
16379,1740823249.512727394,87,104.26.1.90,192.168.80.128,4,6,128,TLSv1.3,443,33066,31,4008,2382,64240,True,,,,,
16380,1740823249.513856364,182,192.168.80.128,160.8.235.4,4,6,64,TLSv1.2,51038,443,126,1922,4057,65535,True,,,,,
16381,1740823249.514458995,62,160.8.235.4,192.168.80.128,4,6,128,TCP,443,51038,0,4057,2048,64240,,,,,,
16382,1740823249.514617869,76,192.168.80.128,2.17.190.73,4,6,64,TCP,34168,80,0,0,0,64240,,,,,,
16383,1740823249.518938596,91,192.168.80.128,150.171.27.10,4,6,64,TLSv1.3,34684,443,35,3789,43326,65535,True,,,,,
16384,1740823249.519066112,91,192.168.80.128,65.9.112.114,4,6,64,TLSv1.3,40806,443,35,2447,6192,65535,True,,,,,
16385,1740823249.519157884,91,192.168.80.128,82.102.180.187,4,6,64,TLSv1.3,53184,443,35,2407,3376,65535,True,,,,,
16386,1740823249.519229697,91,192.168.80.128,104.26.1.90,4,6,64,TLSv1.3,33066,443,35,2382,4039,65535,True,,,,,
16387,1740823249.519268737,62,150.171.27.10,192.168.80.128,4,6,128,TCP,443,34684,0,43326,3824,64240,,,,,,
16388,1740823249.519273992,91,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,35636,443,35,2326,4250,65535,True,,,,,
16389,1740823249.519303699,98,192.168.80.128,184.31.174.252,4,6,64,TLSv1.2,41806,443,42,3504,336723,65535,True,,,,,
16390,1740823249.519316231,62,65.9.112.114,192.168.80.128,4,6,128,TCP,443,40806,0,6192,2482,64240,,,,,,
16391,1740823249.519316255,62,82.102.180.187,192.168.80.128,4,6,128,TCP,443,53184,0,3376,2442,64240,,,,,,
16392,1740823249.519331387,91,192.168.80.128,146.75.120.157,4,6,64,TLSv1.3,36918,443,35,2325,4306,65535,True,,,,,
16393,1740823249.519354221,62,104.26.1.90,192.168.80.128,4,6,128,TCP,443,33066,0,4039,2417,64240,,,,,,
16394,1740823249.519354242,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,35636,0,4250,2361,64240,,,,,,
16395,1740823249.519354266,62,184.31.174.252,192.168.80.128,4,6,128,TCP,443,41806,0,336723,3546,64240,,,,,,
16396,1740823249.519362780,56,192.168.80.128,160.8.235.4,4,6,64,TCP,51026,443,0,2048,4057,65535,,,,,,
16397,1740823249.519392139,62,146.75.120.157,192.168.80.128,4,6,128,TCP,443,36918,0,4306,2360,64240,,,,,,
16398,1740823249.519444963,56,192.168.80.128,146.75.121.108,4,6,64,TCP,53948,443,0,1993,3942,65535,,,,,,
16399,1740823249.519502477,56,192.168.80.128,91.228.74.200,4,6,64,TCP,57948,443,0,2000,3067,65535,,,,,,
16400,1740823249.519538852,62,160.8.235.4,192.168.80.128,4,6,128,TCP,443,51026,0,4057,2049,64239,,,,,,
16401,1740823249.519538882,62,146.75.121.108,192.168.80.128,4,6,128,TCP,443,53948,0,3942,1994,64239,,,,,,
16402,1740823249.519578406,56,192.168.80.128,178.249.97.23,4,6,64,TCP,58846,443,0,1906,4201,65535,,,,,,
16403,1740823249.519612637,62,91.228.74.200,192.168.80.128,4,6,128,TCP,443,57948,0,3067,2001,64239,,,,,,
16404,1740823249.519666770,62,178.249.97.23,192.168.80.128,4,6,128,TCP,443,58846,0,4201,1907,64239,,,,,,
16405,1740823249.519794892,79,192.168.80.128,157.240.195.15,4,17,64,QUIC,59291,443,,,,,,43,35,,,True
16406,1740823249.519850454,74,192.168.80.128,142.250.75.98,4,17,64,QUIC,43011,443,,,,,,38,30,,,True
16407,1740823249.521424645,3428,104.26.1.90,192.168.80.128,4,6,128,TLSv1.3,443,33066,3372,4039,2417,64240,True,,,,,
16408,1740823249.521436664,56,192.168.80.128,104.26.1.90,4,6,64,TCP,33066,443,0,2417,7411,65535,,,,,,
16409,1740823249.521809688,3899,184.31.174.252,192.168.80.128,4,6,128,TLSv1.2,443,41806,3843,336723,3546,64240,True,,,,,
16410,1740823249.521816576,56,192.168.80.128,184.31.174.252,4,6,64,TCP,41806,443,0,3546,340566,65535,,,,,,
16411,1740823249.522634524,1276,157.240.195.15,192.168.80.128,4,17,128,QUIC,443,59291,,,,,,1240,1232,,,True
